,asin,helpful,overall,reviewText,reviewTime,reviewerID,reviewerName,summary,unixReviewTime
4432,B002AJ7X2C,"[0, 1]",4,"This is more of a short story than a novella and a relatively quick read.Great story line, good character development, good ending.  When I finished I wanted more, and couldn't believe the book ended so quickly...I picked this up for free.  I am not sure I would have been happy had I paid for it, however.","06 21, 2012",A129J1AB2RZGUN,CJReview,It Is What It Is,1340236800
4433,B002AJ7X2C,"[0, 0]",4,Serial was just a thrill ride seeker. It belong with the icons of Stephen King and Wes Craven. This is just a good horror story. Guarantee to make you think twice before you embark on another journey to the unknown.,"10 15, 2009",A2C4RC9C4ARLRD,Cristina Roskoff,Morbid in a good way?,1255564800
4434,B002AJ7X2C,"[0, 0]",3,"I was attracted to this book because of the idea. I thought that it had so much potential!!! I liked the story, but the one thing I have found by reading a few titles from these authors is that they seem to be more interested in being shocking and controversial, than they are in making a full-bodied story. You could sort of feel the shift in excitement when they had the opportunity to write something really vile.I am a fan of horror and gore, but not just for its own sake. Seemed like they wanted to write some sick, twisted scenes and needed to put a book around them to make them ""respectable"". Not a bad read, but not great. Just pretty good.","09 21, 2011",A3Q2GGD4KTY8ZQ,"C. Sutton ""Author of All the Little Children,...",Great idea!,1316563200
4435,B002AJ7X2C,"[2, 2]",1,"I read the whole story, and I must admit the horror and sex both made me feel very uncomfortable while reading it. While that may have been what the authors intended, it really was not for me.Best wishes,Dave Wile","03 15, 2012",A113RPIOZ3HC4M,David C. Wile,Graphic Horror - Graphic Sex,1331769600
4436,B002AJ7X2C,"[0, 0]",5,I really do like Crouch's books - or novellas - I find them to be so different that the works of other novelists.  I think his plots are amazing - and scary!,"10 26, 2011",A2S6CP0U27XCY,"Deborah Austin ""addicted to ebooks""",Super,1319587200
4437,B002AJ7X2C,"[1, 1]",3,"Serial (which is currently only available for the Kindle) is a novella co-written by horror writers Jack Kilborn (a.k.a. J.A. Konrath) and Blake Crouch. The story grabs your attention immediately with a great first line: ""The hardest thing about killing a hitchhiker is finding one to pick up."" As that sentence and the book's title should suggest, the subject matter of the book is disturbing. It's definitely not for the faint of heart.The story is told in three parts. The first section, written by Kilborn, is about Donaldson, a serial killer who likes to pick up hitch hikers and do bad things to them. His latest conquest and Donaldson's subsequent disposal of his passenger's remains are described in lurid detail. In the second part of the book Blake Crouch tells the story of another serial killer, Lucy, who is arguably even sicker than Donaldson. I won't ruin the surprise by describing her modus operandi. The third part of the book was co-written by the two authors, who took turns contributing 100-odd-word snippets until the story was finished. But they did so blindly, without the benefit of having read one another's initial sections. (The authors describe the writing process in an interview section following the story.) The last segment reads like a macabre chess match as the two killers meet and, unaware of the other's nature and intentions, try to outmaneuver each other. The story hangs together very well, particularly given its mode of composition. And it ends fittingly, if not surprisingly. The story doesn't offer anything by way of character development, but it's a quick read and it certainly holds one's attention for the short time it takes to read it.-- Debra Hamel","09 27, 2009",A1RFQVHBKVN4TA,Debra Hamel,Okay for the price and investiment in time,1254009600
4438,B002AJ7X2C,"[1, 1]",4,"Wow, how much can you really say about a three chapter story.  I thought both characters were great, and a full fledge book could have been written about either one.  The concept of facing two serial killers, both who prey on unsuspecting hitchhikers, against each other is brilliant.  I would have loved to read more about each of their prior victims, what made them become serial killers, what are the authorities doing about them.  You just know that this story line would support the grizzled old veteran homicide detective trying to catch them.  I really enjoyed the concept of the story, but wish it would have been more.  Horror fans will enjoy Serial, and I recommend it to anyone that likes good characters, interesting plot...oh yea, and blood and guts!","03 16, 2011",A2YK9ORUQ2TMOM,"Fred Waltz ""Fred""",I loved the first 3 chapters......wish there was more!,1300233600
4439,B002AJ7X2C,"[2, 3]",1,"What happens when two serial killers happen to stumble upon each other? Yawn, who cares? The graphic descriptions in this book are disturbing and not in a good way. Yes, we know serial killers are capable of horrible things but I don't need to know the details of how a swiss army knife can cut through eye lids. This book is trash. Stay away.","11 23, 2011",A2FBBCHPFI0GKQ,Grimace73,Terrible,1322006400
4440,B002AJ7X2C,"[0, 0]",1,Don't know why I downloaded...I got the first couple of chapters read & deleted it.  I'm not in to Psycho stuff.,"08 9, 2013",A3JWV2T9M1EG3H,happygrandparent,Not into Psycho,1376006400
4441,B002AJ7X2C,"[1, 1]",2,"This is more than anything a promotional material, the story starts really good and then it just ends, bluntly, can't say much more without a spoiler alert but lets just say that if I had paid for this, I would be pissed. really pissed.","06 21, 2011",A3PTRJPXHJS0GZ,HD,POORLY DEVELOPED,1308614400
4442,B002AJ7X2C,"[0, 1]",5,"A clever and well written short story. Done even better then the Masters of Horror that used a similar theme.  What happens if a killer who picks up hitchhikers meets a killer hitchhiker?  Each killer in this story is written by one of the two writers.They don't see what the other one wrote until they finally bring it together. A great way to really shock and take the reader for a ride. If the writer doesn't know whats happening no way the reader can.When two remorseless killers do try and one up each other, who do you root for? Who's way of killing wins out? Two is always better then one and this story really delivers the goods. No dead parts or boring filler, just out the gate goodness.I am VERY much looking forward to reading many more books by these guys.Brandon","01 19, 2012",A242FG5X90TO2L,HMMADNESS,When Killers Collide,1326931200
4443,B002AJ7X2C,"[1, 2]",5,"This free for kindle owners story is about two serial killers, a man and a woman; both pick up hitchhikers, molest them, and murder them. The two maniacs never met. Both work independently. The man picks up hitchhikers in his car. The woman allows people to pick her up, making believe she is a hitchhiker. The story shows us how they work. It also tells us what happened when this man picked up this woman. Readers who enjoy suspense and horror tales will enjoy this one.","08 11, 2011",A2KWQ64TRHB3YH,Israel Drazin,A clever tale of placing one serial killer against another,1313020800
4444,B002AJ7X2C,"[1, 1]",5,"Just got my Kindle for Christmas and was looking for a few free books to download and learn to use my Kindle.  Well, let me tell you, I was so pleased with this short book.  I read mostly true crime and autobiography's.  Eventhough this was not a true crime, the reviews got me to try it, plus there was nothing to lose, it was FREE.The book is very suspenseful and graphic.  (If you get quezzy easily, skip it.)I have to admit, I wanted the book to end a certain way, and I was not disappointed.As I titled my review, Justice Served.  (You will smile at the ending)  Also, these authors have several others here on Amazon, I have downloaded most of them and have not been let down yet.It is a short read and worth every second.  Download and enjoy, I did.Happy Reading, Ms. Jackie","02 12, 2011",A2KPZKIHP4KA3J,"Jacqueline ""The Reader""",Justice Served,1297468800
4445,B002AJ7X2C,"[2, 2]",5,"Absolutely the most nasty, scary, gross, violent read in decades.  Loved it!  Fantastic ending.  If you are offended easily then don't read and don't write a negative review...leave it alone.  I really enjoyed it immensely","05 28, 2009",A1NJ78QAK65BUH,Jeffrey A. Higgins,Loved IT!!!,1243468800
4446,B002AJ7X2C,"[1, 3]",1,"The ""novella"" started promising enough and what a great premise! I'm not sure if it was because two separate authors collaborated via email to write this piece or what but the ending was a let down. Too abrupt, almost predictable. I probably could have done a better job.I'm just glad I didn't pay anything for it.","12 17, 2009",A2UU56MYHS809T,"JennlyT ""JennlyT""",What a disappointment,1261008000
4447,B002AJ7X2C,"[0, 0]",3,"This story started off very strong and caught my attention.  I found it very disturbing in nature (not for the faint of heart), but hard to put down.  However, as the climax came near, I found it very obvious and predictable in nature","12 27, 2010",A3CL6XU8SJE6CK,JerseyJeff,Good start,1293408000
4448,B002AJ7X2C,"[1, 1]",4,"I got this because I like collaborated short stories. Alot of times when two good writers put their heads together, the results turn out well. This is the case with this short story. The writers take an age old lesson and turn it into a good read. It begins with, as they call it, Crazy #1 who is picking up a hitchhiker and from there it gets graphic and a little much for my taste. Then it cuts to Nutcase #2 who is hitchhiking. They inevitably get together and the results are suspenseful. The ending I felt was well deserved on both accounts.I also watched the video of the two authors on how they decided to break this short story up and the idea was cool. One wrote their side for scenario 1 and the other did scenario 2 without talking with each other about how tier side was going. Then, when it came for them to bring the two pieces together, they made them fit perfectly. I think it took great talent for two authors to take their two seperate stories and merge them as well as they did.The story does have some pretty graphic details which is forwarned, but if you don't mind a little detail for a short story, then definitely pick this one up.","03 8, 2010",AN8ELR6AHMMQ,"Jessss ""I read to find stories that inspire m...",Good thriller,1268006400
4449,B002AJ7X2C,"[1, 2]",4,"This was a great story, and now has me hooked on the author. Scary as all get out, and I read it in one sitting. Cannot beat the price either!","06 14, 2009",AGFGY4EJ37VS2,"Joanne Harris ""Serendipity""",Awesome,1244937600
4450,B002AJ7X2C,"[1, 1]",5,Shoud be a full length novel.  For the price you could definately do worse.,"03 7, 2010",AZKTZ5FC6UMXF,John,OUTSTANDING,1267920000
4451,B002AJ7X2C,"[0, 0]",5,"""Serial"" is a great little collaborative effort by two entertaining writers.  Chapter one shows the grandfatherly-looking serial killer known simply as ""Donaldson"" torture and kill a hapless hitchhiker that he picks up at a rest stop.  Chapter two shows a woman serial killer named Lucy torture and kill two guys who picked HER up hitchhiking.  Chapter three is serial killer Donaldson giving a ride to serial killer Lucy, and the fun begins.The story is graphic and visceral and not for the squeamish, but don't worry- it's not torture porn.  Jack Kilborn (who's really thriller writer J.A. Konrath) and Blake Crouch are pros who know how to tell a story, not talentless hacks just describing an ax falling and hacking off limbs (not that there are scenes as unimaginative as a simple ax attack here).  Yes, you will graphically be told what implement, say, Donaldson decides to use against his victim, and, yes, you are clearly told what Donaldson does with the implement.  But the facts are related quickly, without excruciating detail.  The rest is all in the reader's head.  Kilborn and Crouch give us what our neurons need to know to get started, and sit back and let us fill in the rest.  That's why it's such a hoot to read some of these other Amazon reviews that complain about the ""too graphic"" nature of ""Serial"".  In the end, these nastily clever guys realize that good horror writing- even graphic horror- ultimately comes from a formula of one part writer and three parts reader.""Serial"" is about the length of a longish story in ""Alfred Hitchcock's Mystery Magazine"", and- truth be told- could probably appear there with only a little re-writing to tone it down from its current Hard-R or NC-17 tone.  After all, most of the story consists of interesting character exchanges (lots of dark-tinged banter, especially), moments of clever set-up, and plenty of good suspense... all things that have to do with decent writing and not graphic bloodletting.After the story's over, ""Serial"" is rounded out by a fun, illuminating  chat between the two authors and moody, entertaining excerpts from two of their books, making the whole package good for an hour or two of edgy entertainment on the couch or porch. Even if ""Serial"" goes up to a buck or so from its current bargain price of ""free"", this would still be a worthwhile download for your Kindle.","06 11, 2009",A3GRN6J64F2C3X,"Joseph P. Menta, Jr.",Here's one that won't make you doze off,1244678400
4452,B002AJ7X2C,"[1, 1]",5,"I can't believe I didn't review this when I read it years ago.  I enjoyed this book even though it was sort of twisted.  If you don't mind that and you enjoy reading about insane murderers for the sheer absurdity of them, this book is for you.","07 2, 2012",A2YLHICVCWNNCC,Jwb52z,I can't believe...,1341187200
4453,B002AJ7X2C,"[0, 1]",5,"I like short stories such as these, that are brutalin their simplicity and smack you right between theeyes, no mucking about with back story that putyou on the somnabulent elevator.Twilight Zone on steroids baybuh!","12 5, 2012",A22GRLOZQ0BOK2,Kebmel,"Nasty, nasty, but oh so tasty",1354665600
4454,B002AJ7X2C,"[4, 8]",2,"did not think this was scary in the least.  kimd of bored, was expecting somethimg realistic from the other reviews.","05 24, 2009",AHTQRRXD0XNEG,Kelle Brucker,serial,1243123200
4455,B002AJ7X2C,"[0, 0]",2,"A very short story by two authors who wrote about two different persons with sadistic murder fantasies. Definitely not for those who have nervous disorders, heart ailments, gastric problems and those who are very sensitive, since this short story reveals how some people get wild pleasure and horrific thrill in killing a person slowly and painfully using some of the most deadly methods and instruments to kill.The basic underlying warning from the authors is about hitch-hiking (getting a free-drive  on the highways and expressways, from un-known persons).Two short stories, one with Donaldson (an elderly freelance courier man) and another Lucy (a young female guitarist). The first picks-up young boys and girls looking for a ride on the highway, ensures an isolated place and kills them most brutally after raping them. The murder is so horrendous that the victim is made to suffer the slow death by chopping off his/her vital organs one by one. Donaldson enjoys the screams and pain of the victim while doing so. Finally he burns the remains of the dead victim to keep the police clue-less. Similarly another young girl Lucy chooses cars on the highway for a lift/ride and uses a different strategy of injecting a slow poison in the drinks of her co-travelers. Later, she handcuffs the hands and ankles of her victims and ties them to their car with a rope. Then she enjoys the ride by brutally dragging them along the highway, first slowly and later at high speed, eroding them of their skin, flesh and bones one by one, until the point that only part of their skeletons are left.Absolutely no idea why the authors chose to write these stories, but I feel that they are one angle, inciting fresh sadistic and cruel ideas into the minds of the readers through such works. Any sensitive person might get heart stroke or nauseating effect while reading those parts of the book where the hunters enjoy the brutal murder process through their innocent victim&#8217;s extreme sufferings. Hope such people like Donaldson and Lucy do not exist in this world.Coming to the positive part of the short story, it is an indirect warning to road travelers on the following points from the authors.1: Don&#8217;t go hitchhiking, because the driver who picks you up could be certifiably crazy.2: Don&#8217;t pick up hitchhikers, because the traveler you pick up could be certifiably crazy.My rating is 2.5/5","11 26, 2013",A2LNVIYOP4RTO5,Kiran KK,Hitch-hiking is dangerous,1385424000
4456,B002AJ7X2C,"[1, 2]",1,"The premise was interesting, and the concept was adequately executed, but the potential was overshadowed and ultimately stripped of any redeeming quality by the vulgar and gratuitously graphic descriptions of violence and sexual acts.  I am not weak stomached, or a prude, but this book was literally nauseating in parts.I would not recommend this book to anyone, and I deleted it from my Kindle immediately upon finishing it, which I was only able to do because of it's brevity.  Had this been a full length novel I surely would have given up on it well before the end, and I came near to deleting it in the first or second chapter.","02 23, 2011",A38WDDU0G8PG4G,"Lawrence and/or Christine Dol ""Software Monkey""",Violence purely for violence sake,1298419200
4457,B002AJ7X2C,"[1, 1]",1,"Not very well written. I got about ten pages into it and decided it was trash. There are so many other good books out there, I didn't want to waste my time on such a poorly written piece of garbage.","02 11, 2012",ASA5RSXOAVT12,L. Christensen,Not worth the time,1328918400
4458,B002AJ7X2C,"[0, 0]",3,"This wasn't one of Jack or Blake's best stories. I did love the ending! I'll continue to read their books, but this is one book I won't be reading again.","06 19, 2013",A3KI93AT8FAXI1,Lisa,Serial.,1371600000
4459,B002AJ7X2C,"[2, 2]",4,"I had just received my kindle last year when I was looking through the list of free downloads and came across this short story. Being a horror fan, the title intrigued me. I clicked to read the blurb and thought I hit the jackpot. A perfect horror tale: what happens when one psycho serial killer picks up another psycho serial killer hitchhiking? Of course, I had to know.This little story was an experiment by two authors, Blake Crouch and Jack Kilborn AKA J.A. Konrath. They decided to write this in 3 parts. Kilborn wrote part 1, Crouch wrote part 2 and they both collaborated on part 3 via e-mail. What we are left with is an edge of your seat slasher story that seems perfect to be made into a movie (which I now heard it has been optioned for).The first part sets up the story of psycho #1, the second sets up psycho #2 and of course, #3 is where they meet for a showdown. What happens is a race to see who will outsmart who and who will walk away from it alive. I only was left wishing there was much more to the story as it was just too short to have any real character developement.Now Kilborn and Crouch have expanded the story to Serial: Uncut, which is supposed to be the full length novel. But they they came out with more. Killers. Then Killers: Uncut . Then Birds of Prey, Truck Stop, Bad Girl. Each one saying it was the ""must read backstory"" or ""the complete story"" . Then came Serial Killers: uncut. This is supposed to be the REAL complete novel. I hope so.  Honestly, I kinda felt like I was being set up to keep buying more downloads. Luckily, they have been offering them free on amazon off and on and I think I actually got the whole ""epic"" as they refer to it. The idea for this is a great one, but I wish they would have just made it in its entire story at once. I probably would have actually paid for it, if it was complete, but glad I  didn't since I kept having to add new pieces-some of which were included in others I already had. Not that free is anything to complain about, but I know they go from free to $2.99 to $.99 and back. If I had paid for some of these, I really would be mad. I waited for Serial Killers:Uncut just because from experience I knew at some point that one would be offered free as well. And it was. Just as I do not like when a cd or dvd is released and then the ""extended version"" is realeased weeks or months later, it is the same with books. Seems a bit gimicky and I think the authors had this intent all along. Now there are ""prequels"". So where will it REALLY end?","12 30, 2011",A5ZD6FBMZQGDS,Lisa M,Story of my dreams..or nightmares,1325203200
4460,B002AJ7X2C,"[1, 1]",1,"Free kindle books have opened my eyes to some new authors for me to read.  This particular story gave me a new author to avoid.  I don't care for graphic brutality and, as a consequence I didn't read past the opening scene.","01 1, 2012",A3UQFQ9WGGPNO6,L. Maple,Not a fan of this style,1325376000
4461,B002AJ7X2C,"[1, 2]",1,"Non-stop plot, which doesn't mean the plot is that bad: it's just all there is. No character development. But then, when the plot, which is the only thing carrying the story, gets predictable, it becomes completely uninteresting. The sample made me buy it, but it's not worth reading. Less than halfway through you know what's going to happen. And it does. Also extremely graphic in its violence. Will turn your stomach. There are better serial killer stories out there.","12 8, 2013",A24LI3FMFOCJWT,LovesToReadBooks,Graphic Violence & Oh So Predictable Plot,1386460800
4462,B002AJ7X2C,"[0, 0]",5,"Warning, it is a short story (still learning the words v page conversion).  HOWEVER, it is fabulous!!!  I wish it were longer!!  This niche of killer against killer is so little utilized, and this book shows you why that is a travesty!!  Written well enough that you find yourself rooting for their deaths while mourning the loss of great characters!  I WANT MORE!","04 24, 2011",A3C6T7NF0C379S,Lyne Frost,I want more!!!!,1303603200
4463,B002AJ7X2C,"[2, 3]",5,"This was a great story. I loved each of the 3 chapters.I wish it had been an entire book, so that I could get more background on the 'whys' of the 2 main characters.I have to wonder what the 'One Star' reviewers expected. I mean the name implies it is about Serial Killers. The blurb was right on target.Of course it's gruesome & disturbing & sick.Geez, have those reviewers reviewed Peter Pan and given it 1 star because ""it's a kid's book"".It's pretty ridiculous to rate a book low because it fits its genre.","05 26, 2009",A22Z3RZ040GL35,Lynn McNamee,Excellent Story,1243296000
4464,B002AJ7X2C,"[2, 4]",1,"Not my favorite, I was entertained enough to finish the book but I found I wish the story was written by one author instead of two. While I really liked the writting of one author I wasn't impressed with the other. Oh well, it was quick and free.","07 9, 2011",ASB7XHGATDI3W,MadCheshireGrin,Would have been better off eating 'cereal' then reading 'Serial',1310169600
4465,B002AJ7X2C,"[1, 1]",5,"I must have missed the free version I paid .99 for mine, and I so wished I bought the extended version. I will be buying it after writing this review. I love the idea and I used something similar in the novel I'm currently writing, but with a different end result. He had me hooked when he picked up the kid at the Cracker Barrel. I use to work there and it was less than an enjoyable experience. I'm thinking, does anyone hitchhike anymore? I saw a young man on the highway doing just that the other day. They probably never read this story. I love the idea of a woman serial killer, and as a writer, I often wonder how a woman could pull it off. Brilliant, I loved it. I see you have a lot of negative reviews - you must be doing something right. Serial is not for the faint of heart, but if you love horror, and I do, you'll be pulled into this story and wish it never ended.","05 4, 2011",A2SSWTLH4YT1YG,Madison Johns,Serial,1304467200
4466,B002AJ7X2C,"[0, 1]",2,"in this case, Gore... rhymes with BORE. This would have been an interesting writing exercise for those guys in unwashed black t-shirts in the back of a high school humanities class passing their battered notebook back and forth. But, for adult authors, the end result was tedious, predictable and painful. Maybe not as painful as the torture these serial freaks inflict on innocent victims- but, still, not a story as much as a poorly directed snuff film. I downloaded Serial because it was free, I finished it because it was short and I deleted it because it was unpleasant and a poorly crafted waste of space.","01 24, 2011",ARDROUMXFQ2NS,mamallama,only title i have deleted from my kindle,1295827200
4467,B002AJ7X2C,"[1, 3]",3,"If you like serial killer novels then there will be nothing earth shattering here.  Certainly don't download it if you don't like serial killer novels because it will likely traumatize you.While the gruesomeness is clearly entertaining to the authors (and okay, to the readers too, otherwise we wouldn't read this stuff) it was not terribly frightening.  I like the books where I'm looking under the bed for a week after reading.There was certainly nothing imaginative enough here that made me want to go out and buy books by either of the authors.I have to say the concept, especially the third chapter, was neat.","06 15, 2009",A2DG1NQM08X1EI,"Margaret Durbin ""Amazon fan""","Decent writing, but sort of bland",1245024000
4468,B002AJ7X2C,"[2, 2]",4,"What happens when a serial killer picks up a serial killer? A whole lot of fun when Kilborn and Crouch are at the helm. The two killers are deliciously twisted as we're introduced to them while they do what they do best. One of them is especially wicked and she'll make you think twice about picking up strangers... especially when they're toting a guitar case.If you're looking for a quick read, you can't go wrong with Serial.","07 28, 2012",AFIXZK4A1VMOL,Marty Shaw,Two Very Good Reasons to Obey the Golden Rule,1343433600
4469,B002AJ7X2C,"[5, 6]",5,"Being a short novella like Serial, it was easy to plow through it on my lunch break.  Maybe not the best book to read while eating, but entertaining nevertheless.I've read Kilborn/Konrath before and his writing style shines through, as does that of his co-author that I have not read previously.  As the author explained above, the premise is simple pitting two serial killers against each other in a hitchhike to the death.The cat and mouse game between the two killers (and the two authors) is fantastic to watch.  Both killers are clever and sick.  I won't spoil whether Kilborn's Donaldson or Crouch's Lucy wins.  But hey, for free, what are you really waiting for?  One click it.","05 21, 2009",A1F7AFVBKHSOT8,Matthew Erwin,A good way to spend a lunch break,1242864000
4470,B002AJ7X2C,"[0, 1]",4,"Serial by Jack Kilborn (Joe Konrath) and Blake Crouch was a breezy ride through the minds of two serial killers hellbent on being Hell bent. The precise writing comes through with vivid visceral detail. So much so that I'm queasy from the written scenes and the imagined gory visuals. This is not the genre I read nor write, but it's done in this short story with horrific excellence. Occasionally,I pick up a hitchhiker, but after reading this story I probably will not.","07 19, 2011",A31LYGCK5XSR0P,"Meb Bryant ""Meb Bryant""",Serial,1311033600
4471,B002AJ7X2C,"[0, 1]",5,"The graphic violence in this story shocked me, which doesn't happen very often (that's coming from someone who has read heaps of true crime and horror books). Maybe it was only because I wasn't expecting it. This is definitely one of the best $.99 books I've downloaded on my Kindle to date. I especially loved the ending, but the fact that I was so amused by it (I think I actually laughed out loud before I realized that maybe I shouldn't be) leaves me questioning my mental health just a teeny bit. Recommend to those who aren't squeamish.","09 13, 2012",A1E3RMQUS78295,Meowcow,Quick and shocking read,1347494400
4472,B002AJ7X2C,"[0, 0]",5,"These 2 guys really have some issues and that what makes them really good lol.Ive read numerous books of theirs and this one ranks right up there with the rest. I can  see this as a movie,it would make a geat and better horror movie than stuff out there today.Im sorry but PG-13 is NOT a horror movie.","12 22, 2013",ALT9YNLVQXB2I,Michael McPhearson,Awesome and Interesting,1387670400
4473,B002AJ7X2C,"[1, 1]",2,"I thought the idea of two authors writing one book was awesome. Unfortunately, the idea is the only thing good about it. I've not read either of the authors, Jack Kilborn and Blake Crouch, but Serial was like reading something two teen boys wrote, each trying to gross out the other. I don't know if they normally write this bad or if they were just trying to impress each other. Serial wasn't scary, wasn't good.","07 27, 2011",A34PLTG7NP6ES0,migraine girl,Great concept... but that's all,1311724800
4474,B002AJ7X2C,"[0, 0]",3,This is a VERY short read but still quite fun.  One serial killer likes to pick up hitchhikers and kill them.... another likes hitchhiking and killing the people that pick her up..... you get the idea from there.  Nothing super new as far as ideas but still a lot of fun to read.,"10 12, 2011",A1OY5JMEULCKL5,mikej,Very short but entertaining read,1318377600
4475,B002AJ7X2C,"[0, 0]",5,This is a very dark and twisted tale of the dangers of hitching a ride. It puts hitching in a totally new light.I really enjoyed it and highly recommend this to anyone who enjoys a good read.,"01 30, 2012",A3QZAK4BXJBC2W,Mindyg123,Very twisted,1327881600
4476,B002AJ7X2C,"[1, 1]",3,"Well, my title says it all. The story itself was good and I would have loved more of it. But I read it in like 10-20 minutes and I wish it said that in the description. That way I wouldn't have had my hopes so high.","04 6, 2010",A2LL3XHUCNEM42,Monica Taylor,Wish I Would Have Know It Was A Short Story,1270512000
4477,B002AJ7X2C,"[0, 0]",2,"The authors - with their silly warning at the beginning of the book - create expectations that this slight story doesn't fulfill.  Yeah, it's kind of gross, but the characters are flat and the action is predictable.  I was looking forward to reading this, but it's a pretty dull attempt at transgressive fiction.They're just a little too pleased with themselves and it shows.","08 24, 2011",A3A7FF87LEVCQ1,morehumanthanhuman,"If you build up expectations like that in the beginning, you'd better back it up on the page",1314144000
4478,B002AJ7X2C,"[1, 2]",5,"I'd have given this more stars if I could.Not for the squeamish. The less you know before reading this the more compelling the read.  I had downloaded this earlier and forgotten what the plot was.  After reading the story it was with great interest I read how the book came about!I couldn't put it down. Perhaps not the best book to start right at bedtime. =)For such a short read I thought the story was well rounded in it's characters and plot.  It DEFINITELY made me want to read more from these guys and I found this, ""Truck Stop - A Psycho Thriller"", to be by the same two writers.  Getting it now!  I'll also be looking up their individual books.Well Done!  (LOVE my Kindle 2)","02 22, 2010",A1MMQ1RFD9S9IZ,Mountain Momma,For those with a dark side..,1266796800
4479,B002AJ7X2C,"[0, 0]",5,"I loved this story! It was very short, but had all the gore and suspense you need for a quick, entertaining read. Perfect!","01 26, 2013",A6G9KHF2RCCB5,"mrs thj ""mrs thj""",Perfectly Creepy,1359158400
4480,B002AJ7X2C,"[2, 2]",5,"It's seriously twisted, and very intense, but I loved this short story! It's not for the faint of heart, but if you enjoy some good dark & twisty stuff, then this is a great little short! The authors even add some great humor to their disturbed characters. I want to read Serial Killers Uncut after reading this little sample!This was picked up as a freebie from their website.","05 4, 2011",A1TDNUU55REK9C,"M. Vasquez ""Michelle @ Life in Review""","Serial is not for the faint of heart, but I loved it!",1304467200
4481,B002AJ7X2C,"[2, 3]",5,"Jack Kilborn AKA J.A. Konrath is one of my favorite authors. When I noticed he had a new book out that happened to be a FREE internet short story I had to have it. I downloaded it immediately.Jack collaborated with Blake Crouch and came up with this disturbing short story. About a man who picks up hitchhikers and murders them as well as a hitchhiker that goes around hitching rides and gruesomely murdering her drivers.It's disturbing and gruesome and amazing. How they created this is beyond me. It's really a good book. Well written and surprising to the end.I must say though, it's not for those with a weak stomach. SO beware.","05 17, 2010",A3LHIRT4SR3F9T,"Nikki W. ""Nikki W.""",Serial,1274054400
4482,B002AJ7X2C,"[0, 0]",4,I love scary books and books that keep you on the edge of your seat. fast paced and Mind boggling.. Great read.,"04 26, 2014",A2FRYH45080TTV,nolahorserider,"Great read,  it short",1398470400
4483,B002AJ7X2C,"[0, 0]",3,"I thought the writing was good, but the story was too gruesome for my taste. I don't usually cringe at characters dying, but these were especially bloody and detailed. Interesting premise though.","11 26, 2010",ATXQIJTRYSRBT,NYM,Graphic,1290729600
4484,B002AJ7X2C,"[1, 1]",5,"I have read tons of books, and this is one of the best books I've ever read! Imagine the concept of a hitch-hiking serial killer being picked up by a serial killer! It's hilarious! I've read all the versions and prequels and sequels that Kilborn and Crouch wrote about these characters, and let me tell you they are all great! They have some really twisted minds, and I love that. Kinda reminds me of myself lol. Keep it up you two, because I want to read more of your stuff! And don't ever hitchhike!!!","10 9, 2012",A3JV40SMCODZG1,Onerymae01,The greatest story ever!,1349740800
4485,B002AJ7X2C,"[1, 1]",5,"Kilborn doesn't mince words, just body parts in this engrossing short story which picks up literally where Truck Stop left off. Donaldson's god complex, thirst for blood and need for complete victim submission come to fore in Serial at the expense of a naive hitchhiker. Kilborn teams Donaldson with yet another antagonist with a fetish for the macabre whose drive is that of the more imposing serial killer yet far more unassuming. Expect terror at every turn of the road.Serial delivers on its relentless pursuit to dissuade people of picking up hitchhikers - I will never look at charred meat on the BBQ the same again as I am sure to envision the vivid and overtly graphic scenes described in this story. Sublime yet sadistic and so satisfying - 5 stars.","09 12, 2011",A2M6FSR8G4L3KD,OzNoir,Sublime yet sadistic and so satisfying,1315785600
4486,B002AJ7X2C,"[0, 0]",3,"The story was great. I am a big fan of horror/mystery/suspense. This had everything, white knuckle moments, breath holding suspense, a little gore to make you a little sick. My only problem was that it was way too short. I was so intrigued by the story that I wanted it to go on for at least a few more chapters. The story line was there, so did the author run out of ideas? The author needs to read a little Stephen King to learn how to extend a story. What a great creepy one this could have been.","02 18, 2011",A2NMIB90J9KUFT,"Patricia C. ""Patty the bookworm""",Needed more story,1297987200
4487,B002AJ7X2C,"[2, 3]",1,"I cannot believe that so many people liked this book!  I thought it was garbage.  There was no plot, nothing but gore and violence.  It does not take talent to write stuff like this, just a very sick mind.  I did not think the book itself was scary, just the idea that there are people who think the way the authors do. They eat this stuff up and want more.  With all the great books that are available. why anyone would fill his mind with tales of depravity is beyond me.  SAVE YOUR MONEY!!!","12 6, 2011",AVTOKS08HOEXG,Patricia J. Mills,"sick, sick, sick!!!!",1323129600
4488,B002AJ7X2C,"[0, 0]",4,Bravo to the authors for pairing up to do this short story...the concept was interesting...each to their own story and winding down with mingling the two story lines into one fine story in the end. A quick read plus a good lesson there on don't pick up hitchhikers and don't be one either.,"12 28, 2010",A6FECIUQT0W1G,Pennybinker,An entertaining read,1293494400
4489,B002AJ7X2C,"[0, 0]",1,"When I read the description for this book, I really thought it sounded great. But that's it, it just sounds like a great idea. This is probably the most poorly written book I have ever encountered. I am glad it was free and all I wasted was my time instead of both my time and money.","06 11, 2011",A11PRH8FTXGT3G,Rainie,Great idea! Horribly written!,1307750400
